course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,tags
Using Python to Access Web Data,University of Michigan,COURSE,4.8,Mixed,310k,using python to access web data university of michigan course mixed
Using Python to Interact with the Operating System,Google,COURSE,4.7,Beginner,19k,using python to interact with the operating system google course beginner
Value Chain Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,63k,value chain management university of illinois at urbana champaign specialization intermediate
Version Control with Git,Atlassian,COURSE,4.8,Mixed,40k,version control with git atlassian course mixed
Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,COURSE,4.7,Mixed,150k,viral marketing and how to craft contagious content university of pennsylvania course mixed
Virtual Reality,"Goldsmiths, University of London",SPECIALIZATION,4.7,Beginner,37k,virtual reality goldsmiths university of london specialization beginner
Virtual Teacher,"University of California, Irvine",SPECIALIZATION,4.3,Beginner,23k,virtual teacher university of california irvine specialization beginner
Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,COURSE,4.8,Mixed,190k,vital signs understanding what the body is telling us university of pennsylvania course mixed
Web Applications for Everybody,University of Michigan,SPECIALIZATION,4.8,Intermediate,120k,web applications for everybody university of michigan specialization intermediate
Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,SPECIALIZATION,4.7,Beginner,280k,web design for everybody basics of web development coding university of michigan specialization beginner
Weight Management: Beyond Balancing Calories,Emory University,COURSE,4.7,Beginner,34k,weight management beyond balancing calories emory university course beginner
What Is Contemporary Art?,The Museum of Modern Art,COURSE,4.7,Beginner,120k,what is contemporary art the museum of modern art course beginner
What future for education?,UCL Institute of Education,COURSE,4.7,Mixed,35k,what future for education ucl institute of education course mixed
What is Compliance?,University of Pennsylvania,COURSE,4.8,Mixed,6.2k,what is compliance university of pennsylvania course mixed
What is Data Science?,IBM,COURSE,4.7,Beginner,260k,what is data science ibm course beginner
What is Social?,Northwestern University,COURSE,4.6,Mixed,94k,what is social northwestern university course mixed
Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",COURSE,4.7,Beginner,32k,wine tasting sensory techniques for wine analysis university of california davis course beginner
Wonders of Ancient Egypt,University of Pennsylvania,COURSE,4.8,Intermediate,17k,wonders of ancient egypt university of pennsylvania course intermediate
Write A Feature Length Screenplay For Film Or Television,Michigan State University,COURSE,4.9,Beginner,12k,write a feature length screenplay for film or television michigan state university course beginner
Write Professional Emails in English,Georgia Institute of Technology,COURSE,4.7,Mixed,270k,write professional emails in english georgia institute of technology course mixed
Write Your First Novel,Michigan State University,COURSE,4.4,Beginner,18k,write your first novel michigan state university course beginner
Writing in the Sciences,Stanford University,COURSE,4.9,Beginner,140k,writing in the sciences stanford university course beginner
e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,University of Illinois at Urbana-Champaign,COURSE,4.5,Mixed,17k,e learning ecologies innovative approaches to teaching and learning for the digital age university of illinois at urbana champaign course mixed
iOS App Development with Swift,University of Toronto,SPECIALIZATION,3.9,Intermediate,76k,ios app development with swift university of toronto specialization intermediate
¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,COURSE,4.7,Beginner,25k,qué hacen los buenos directivos prioridades de la alta dirección iese business school course beginner
Étudier en France: French Intermediate course B1-B2,École Polytechnique,COURSE,4.8,Intermediate,190k,étudier en france french intermediate course b1 b2 école polytechnique course intermediate
Éxito Profesional,"University of California, Irvine",SPECIALIZATION,4.5,Beginner,69k,éxito profesional university of california irvine specialization beginner
Искусство ведения бизнеса,Saint Petersburg State University,SPECIALIZATION,4.6,Beginner,14k,искусство ведения бизнеса saint petersburg state university specialization beginner
Искусство разработки на современном C++,E-Learning Development Fund,SPECIALIZATION,4.9,Intermediate,68k,искусство разработки на современном c e learning development fund specialization intermediate
Корпоративные финансы и стоимость компании,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,16k,корпоративные финансы и стоимость компании national research university higher school of economics specialization beginner
Математика и Python для анализа данных,E-Learning Development Fund,COURSE,4.8,Beginner,67k,математика и python для анализа данных e learning development fund course beginner
Машинное обучение и анализ данных,E-Learning Development Fund,SPECIALIZATION,4.7,Intermediate,77k,машинное обучение и анализ данных e learning development fund specialization intermediate
Основы Digital Маркетинга,National Research University Higher School of Economics,SPECIALIZATION,4.5,Intermediate,19k,основы digital маркетинга national research university higher school of economics specialization intermediate
Основы программирования на Python,National Research University Higher School of Economics,COURSE,4.6,Beginner,83k,основы программирования на python national research university higher school of economics course beginner
Основы разработки на C++: белый пояс,E-Learning Development Fund,COURSE,4.9,Intermediate,41k,основы разработки на c белый пояс e learning development fund course intermediate
Погружение в Python,Moscow Institute of Physics and Technology,COURSE,4.7,Intermediate,45k,погружение в python moscow institute of physics and technology course intermediate
Программирование на Python,Mail.Ru Group,SPECIALIZATION,4.5,Intermediate,52k,программирование на python mail ru group specialization intermediate
Психолингвистика (Psycholinguistics),Saint Petersburg State University,COURSE,4.8,Mixed,21k,психолингвистика psycholinguistics saint petersburg state university course mixed
Разработка интерфейсов: вёрстка и JavaScript,E-Learning Development Fund,SPECIALIZATION,4.5,Intermediate,30k,разработка интерфейсов вёрстка и javascript e learning development fund specialization intermediate
Русский как иностранный,Saint Petersburg State University,SPECIALIZATION,4.6,Intermediate,9.8k,русский как иностранный saint petersburg state university specialization intermediate
Финансовые инструменты для частного инвестора,National Research University Higher School of Economics,SPECIALIZATION,4.7,Beginner,38k,финансовые инструменты для частного инвестора national research university higher school of economics specialization beginner
